RUN	test.scala.basic.PerformanceSimulation	performancesimulation	1595958974385	 	3.3.1
REQUEST	508		GET /io	1595959024357	1595959024360	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	532		GET /io	1595959024357	1595959024360	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	548		GET /io	1595959024357	1595959024360	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	204		GET /io	1595959024357	1595959024361	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	236		GET /io	1595959024358	1595959024361	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	284		GET /io	1595959024359	1595959024362	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	508		GET /io	1595959024360	1595959024363	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	532		GET /io	1595959024360	1595959024363	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	548		GET /io	1595959024360	1595959024363	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	204		GET /io	1595959024361	1595959024363	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	236		GET /io	1595959024361	1595959024364	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	284		GET /io	1595959024362	1595959024365	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	508		GET /io	1595959024363	1595959024366	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	532		GET /io	1595959024363	1595959024366	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	548		GET /io	1595959024363	1595959024366	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	204		GET /io	1595959024364	1595959024366	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	508	END	1595958977621	1595959024366
USER	PerformanceSimulation	532	END	1595958977627	1595959024366
USER	PerformanceSimulation	548	END	1595958977631	1595959024366
USER	PerformanceSimulation	204	END	1595958977552	1595959024367
REQUEST	236		GET /io	1595959024364	1595959024367	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	236	END	1595958977559	1595959024367
REQUEST	845		GET /io	1595959014364	1595959024367	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	284		GET /io	1595959024365	1595959024367	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	511		GET /io	1595959014366	1595959024368	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	284	END	1595958977574	1595959024367
USER	PerformanceSimulation	511	END	1595958977622	1595959024368
REQUEST	334		GET /io	1595959014365	1595959024368	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	366		GET /io	1595959014366	1595959024368	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	845		GET /io	1595959024368	1595959024368	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	845		GET /io	1595959024368	1595959024369	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	334		GET /io	1595959024368	1595959024369	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	366		GET /io	1595959024368	1595959024369	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	845		GET /io	1595959024369	1595959024369	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	845	END	1595958977755	1595959024370
REQUEST	334		GET /io	1595959024369	1595959024370	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	366		GET /io	1595959024369	1595959024370	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	334		GET /io	1595959024370	1595959024371	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	366		GET /io	1595959024370	1595959024371	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	334		GET /io	1595959024371	1595959024372	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	366		GET /io	1595959024371	1595959024372	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	334		GET /io	1595959024372	1595959024373	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	366		GET /io	1595959024372	1595959024373	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	334		GET /io	1595959024373	1595959024374	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	334	END	1595958977583	1595959024374
REQUEST	366		GET /io	1595959024373	1595959024374	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	366	END	1595958977590	1595959024374
REQUEST	69		GET /io	1595959022404	1595959024378	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	173		GET /io	1595959022404	1595959024379	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	221		GET /io	1595959022404	1595959024379	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	53		GET /io	1595959022403	1595959024380	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	117		GET /io	1595959022402	1595959024380	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	69		GET /io	1595959024379	1595959024381	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	173		GET /io	1595959024379	1595959024382	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	221		GET /io	1595959024379	1595959024382	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	53		GET /io	1595959024380	1595959024382	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	117		GET /io	1595959024380	1595959024383	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	529		GET /io	1595959012409	1595959024384	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	432		GET /io	1595959012408	1595959024384	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	69		GET /io	1595959024382	1595959024385	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	173		GET /io	1595959024382	1595959024385	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	497		GET /io	1595959012409	1595959024385	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	221		GET /io	1595959024382	1595959024385	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	53		GET /io	1595959024382	1595959024386	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	424		GET /io	1595959012409	1595959024386	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	117		GET /io	1595959024383	1595959024386	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	489		GET /io	1595959022412	1595959024386	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	496		GET /io	1595959022413	1595959024386	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	504		GET /io	1595959022413	1595959024387	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	161		GET /io	1595959022412	1595959024387	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	464		GET /io	1595959022413	1595959024387	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	113		GET /io	1595959022412	1595959024387	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	216		GET /io	1595959022412	1595959024387	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	145		GET /io	1595959022412	1595959024387	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	112		GET /io	1595959022412	1595959024387	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	57		GET /io	1595959022411	1595959024387	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	69		GET /io	1595959024385	1595959024388	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	432		GET /io	1595959024385	1595959024388	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	173		GET /io	1595959024385	1595959024388	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	221		GET /io	1595959024386	1595959024388	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	529		GET /io	1595959024384	1595959024388	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	53		GET /io	1595959024386	1595959024389	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	117		GET /io	1595959024386	1595959024389	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	877		GET /io	1595959004469	1595959024480	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	829		GET /io	1595959004469	1595959024481	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	869		GET /io	1595959004470	1595959024481	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	917		GET /io	1595959004470	1595959024481	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	565		GET /io	1595959004470	1595959024482	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	29		GET /io	1595959004471	1595959024482	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	705		GET /io	1595959004477	1595959024501	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	721		GET /io	1595959004478	1595959024501	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	617		GET /io	1595959004478	1595959024501	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	833		GET /io	1595959004478	1595959024502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	753		GET /io	1595959004478	1595959024502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	761		GET /io	1595959004479	1595959024502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	785		GET /io	1595959004479	1595959024502	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	673		GET /io	1595959004481	1595959024503	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	929		GET /io	1595959004482	1595959024503	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	937		GET /io	1595959004482	1595959024504	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	817		GET /io	1595959004482	1595959024506	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	632		GET /io	1595959004513	1595959024526	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	568		GET /io	1595959004513	1595959024526	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	584		GET /io	1595959004514	1595959024527	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	752		GET /io	1595959004514	1595959024527	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	768		GET /io	1595959004515	1595959024527	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	776		GET /io	1595959004515	1595959024527	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	656		GET /io	1595959004515	1595959024528	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	680		GET /io	1595959004515	1595959024528	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	688		GET /io	1595959004515	1595959024528	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	896		GET /io	1595959004516	1595959024528	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	936		GET /io	1595959004516	1595959024528	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	816		GET /io	1595959004516	1595959024528	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	408		GET /io	1595959004519	1595959024529	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	32		GET /io	1595959004520	1595959024529	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	8		GET /io	1595959004521	1595959024529	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	992		GET /io	1595959004522	1595959024529	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	497		GET /io	1595959024386	1595959026344	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	216		GET /io	1595959024387	1595959026345	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	57		GET /io	1595959024387	1595959026345	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	145		GET /io	1595959024387	1595959026346	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	117		GET /io	1595959024389	1595959026346	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	53		GET /io	1595959024389	1595959026346	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	113		GET /io	1595959024387	1595959026346	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	497		GET /io	1595959026344	1595959026346	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	117		GET /io	1595959026346	1595959026347	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	53		GET /io	1595959026346	1595959026347	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	57		GET /io	1595959026345	1595959026347	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	464		GET /io	1595959024387	1595959026347	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	504		GET /io	1595959024387	1595959026347	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	145		GET /io	1595959026346	1595959026347	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	117		GET /io	1595959026347	1595959026348	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	424		GET /io	1595959024386	1595959026348	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	113		GET /io	1595959026346	1595959026348	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	53		GET /io	1595959026347	1595959026348	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	497		GET /io	1595959026346	1595959026348	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	117	END	1595958977532	1595959026348
USER	PerformanceSimulation	53	END	1595958977518	1595959026348
REQUEST	216		GET /io	1595959026347	1595959026349	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	57		GET /io	1595959026347	1595959026349	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	464		GET /io	1595959026347	1595959026349	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	145		GET /io	1595959026348	1595959026349	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	504		GET /io	1595959026347	1595959026349	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	113		GET /io	1595959026348	1595959026350	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	424		GET /io	1595959026348	1595959026350	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	497		GET /io	1595959026348	1595959026350	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	57		GET /io	1595959026349	1595959026351	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	216		GET /io	1595959026349	1595959026351	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	145		GET /io	1595959026349	1595959026351	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	464		GET /io	1595959026349	1595959026351	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	113		GET /io	1595959026350	1595959026351	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	504		GET /io	1595959026349	1595959026352	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	497		GET /io	1595959026350	1595959026352	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	424		GET /io	1595959026350	1595959026352	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	57		GET /io	1595959026351	1595959026353	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	216		GET /io	1595959026351	1595959026353	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	464		GET /io	1595959026351	1595959026353	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	145		GET /io	1595959026351	1595959026353	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	504		GET /io	1595959026352	1595959026354	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	113		GET /io	1595959026351	1595959026354	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	424		GET /io	1595959026352	1595959026354	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	497		GET /io	1595959026352	1595959026354	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	497	END	1595958977620	1595959026354
REQUEST	57		GET /io	1595959026353	1595959026355	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	216		GET /io	1595959026353	1595959026355	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	464		GET /io	1595959026353	1595959026355	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	145		GET /io	1595959026353	1595959026355	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	113		GET /io	1595959026354	1595959026355	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	504		GET /io	1595959026354	1595959026355	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	57	END	1595958977519	1595959026355
USER	PerformanceSimulation	145	END	1595958977538	1595959026355
USER	PerformanceSimulation	113	END	1595958977531	1595959026355
REQUEST	424		GET /io	1595959026354	1595959026355	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	216		GET /io	1595959026355	1595959026357	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	216	END	1595958977555	1595959026357
REQUEST	464		GET /io	1595959026355	1595959026357	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	504		GET /io	1595959026355	1595959026357	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	424		GET /io	1595959026356	1595959026357	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	464	END	1595958977615	1595959026357
USER	PerformanceSimulation	504	END	1595958977621	1595959026357
USER	PerformanceSimulation	424	END	1595958977606	1595959026357
REQUEST	50		GET /io	1595959016432	1595959026436	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
USER	PerformanceSimulation	50	END	1595958977517	1595959026437
REQUEST	523		GET /io	1595959016432	1595959026437	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	603		GET /io	1595959016433	1595959026438	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	196		GET /io	1595959016432	1595959026438	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	100		GET /io	1595959016433	1595959026438	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	76		GET /io	1595959016433	1595959026438	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	523		GET /io	1595959026437	1595959026439	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	603		GET /io	1595959026438	1595959026439	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	196		GET /io	1595959026438	1595959026439	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	76	END	1595958977525	1595959026439
REQUEST	100		GET /io	1595959026438	1595959026439	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	196	END	1595958977550	1595959026439
USER	PerformanceSimulation	100	END	1595958977529	1595959026440
REQUEST	523		GET /io	1595959026439	1595959026440	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	781		GET /io	1595959014476	1595959026441	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	603		GET /io	1595959026439	1595959026441	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
